id,name,date,month,sex,party,topcategory,link
hwc,House Ways & Means Committee,,,,,,
mil,Military,,,,,,
vete,Veterans,,,,,,
,,,,,,,
p334,post334,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482993389104673
mguest,Michael Guest,,,2,2,,
miss,Mississippi,,,,,,
hec,House Ethics Committee,,,,,,
mil,Military,,,,,,
vete,Veterans,,,,,,
,,,,,,,
p335,post335,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482994183924113
mmmeeks,Mariannette Miller-Meeks,,,1,2,,
iowa,Iowa,,,,,,
army,U.S. Army,,,,,,
mil,Military,,,,,,
vete,Veterans,,,,,,
,,,,,,,
p336,post336,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482994992396118
pfallon,Pat Fallon,,,2,2,,
tex,Texas,,,,,,
af,Air Force,,,,,,
mil,Military,,,,,,
vete,Veterans,,,,,,
nd,Notre Dame,,,,,,
,,,,,,,
p337,post337,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482995616124761
va,Virginia,,,,,,
nj,New Jersey,,,,,,
rep,Republican Party,,,,,,
demo,Democrats,,,,,,
,,,,,,,
p338,post338,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483014123680949
nj,New Jersey,,,,,,
va,Virginia,,,,,,
msherrill,Mikie Sherrill,,,1,1,,
aspanberger,Abigail Spanberger,,,,,,
rep,Republican Party,,,,,,
demo,Democrats,,,,,,
,,,,,,,
p339,post339,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483019659144300
nj,New Jersey,,,,,,
va,Virginia,,,,,,
rep,Republican Party,,,,,,
demo,Democrats,,,,,,
amer,American Citizens,,,,,,
,,,,,,,
p340,post340,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483334603209840
tkelly,Trent Kelly,,,2,2,,
miss,Mississippi,,,,,,
army,U.S. Army,,,,,,
le,Law Enforcement,,,,,,
mil,Military,,,,,,
vete,Veterans,,,,,,
,,,,,,,
p341,post341,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483335025617789
bmoore,Blake Moore,,,2,2,,
ut,Utah,,,,,,
mil,Military,,,,,,
vete,Veterans,,,,,,
le,Law Enforcement,,,,,,
,,,,,,,
p342,post342,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483335781073046
cmal,Celeste Maloy,,,1,2,,
uta,Utah’s 2nd Congressional District,,,,,,
comm,Community,,,,,,
mig,Migrants,,,,,,
milv,Military/Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p343,post343,02_11_25,Nov.25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483337042625634
mken,Mike Kennedy,,,2,2,,
ut3,Utah’s 3rd Congressional District,,,,,,
comm,Community,,,,,,
mig,Migrants,,,,,,
milv,Military/Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p344,post344,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483339842449904
bo,Burgess Owens,,,2,2,,
ut4,Utah’s 4th Congressional District,,,,,,
pat,Patriot,,,,,,
mig,Migrants,,,,,,
milv,Military/Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p345,post345,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483345591728067
bg,Brett Guthrie,,,2,2,,
ky2,Kentucky’s 2nd Congressional District,,,,,,
milv,Military/Veterans,,,,,,
mig,Migrants,,,,,,
us,United States,,,,,,
,,,,,,,
p346,post346,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483346572613945
hr,Hal Rogers,,,2,2,,
ky5,Kentucky’s 5th Congressional District,,,,,,
milv,Military/Veterans,,,,,,
mig,Migrants,,,,,,
us,United States,,,,,,
,,,,,,,
p347,post347,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483347669595966
jc,James Comer,,,2,2,,
ky1,Kentucky’s 1st Congressional District,,,,,,
milv,Military/Veterans,,,,,,
mig,Migrants,,,,,,
us,United States,,,,,,
pat,Patriot,,,,,,
rl,Radical Left,,,,,,
,,,,,,,
p348,post348,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483375767326344
sw,Steve Womack,,,2,2,,
umf,U.S. Military Forces,,,,,,
av,American Veterans,,,,,,
usa,U.S. Army,,,,,,
ae,American Energy,,,,,,
cong,Congress,,,,,,
,,,,,,,
p349,post349,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483376777280289
rc,Rick Crawford,,,2,2,,
umf,U.S. Military Forces,,,,,,
usa,U.S. Army,,,,,,
ae,American Energy,,,,,,
afarm,American Farmers / Ranchers,,,,,,
cong,Congress,,,,,,
,,,,,,,
p350,post350,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483381794647329
bw,Bruce Westerman,,,2,2,,
umf,U.S. Military Forces,,,,,,
ae,American Energy,,,,,,
afarm,American Farmers / Ranchers,,,,,,
cong,Congress,,,,,,
,,,,,,,
p351,post351,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483382708030237
fh,French Hill,,,2,2,,
umf,U.S. Military Forces,,,,,,
ae,American Energy,,,,,,
afarm,American Workers,,,,,,
cong,Congress,,,,,,
,,,,,,,
p352,post352,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483397195615826
mr,Mike Rogers,,,2,2,,
umf,U.S. Military Forces,,,,,,
ae,American Energy,,,,,,
afarm,American Workers,,,,,,
cong,Congress,,,,,,
,,,,,,,
p353,post353,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483398591251199
ra,Robert Aderholt,,,2,2,,
umf,U.S. Military Forces,,,,,,
ae,American Energy,,,,,,
afarm,American Farmers,,,,,,
cong,Congress,,,,,,
,,,,,,,
p354,post354,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483400223477879
ds,Dale Strong,,,2,2,,
umf,U.S. Military Forces,,,,,,
ae,American Energy,,,,,,
afarm,American Farmers,,,,,,
cong,Congress,,,,,,
,,,,,,,
gp,Gary Palmer,,,2,2,,https://truthsocial.com/@realDonaldTrump/posts/115483401027909719
umf,U.S. Military Forces,,,,,,
ae,American Energy,,,,,,
cong,Congress,,,,,,
ei,Election Integrity,,,,,,
,,,,,,,
p356,post356,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483434354278744
ja,Jodey Arrington,,,2,2,,
umf,U.S. Military Forces,,,,,,
ae,American Energy,,,,,,
cong,Congress,,,,,,
,,,,,,,
p357,post357,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483435191255103
ps,Pete Sessions,,,2,2,,
umf,U.S. Military Forces,,,,,,
af,America First Agenda,,,,,,
ae,American Energy,,,,,,
cong,Congress,,,,,,
,,,,,,,
p358,post358,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483436982762122
bvd,Beth Van Duyne,,,1,2,,
umf,U.S. Military Forces,,,,,,
af,America First Agenda,,,,,,
ae,American Energy,,,,,,
cong,Congress,,,,,,
,,,,,,,
p359,post359,02_11_2025,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483437897423013
rw,Roger Williams,,,2,2,,
umf,U.S. Military Forces,,,,,,
af,America First Agenda,,,,,,
ae,American Energy,,,,,,
econ,Economy / Jobs,,,,,,
cong,Congress,,,,,,
,,,,,,,
post360,post360,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483440357834964
demo,Democrats,,,,,,
rep,Republicans,,,,,,
,,,,,,,
post361,post361,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483484532414248
ks,Keith Self,,,2,2,,
umf,U.S. Military Forces,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
post362,post362,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483484931163272
lg,Lance Gooden,,,2,2,,
umf,U.S. Military Forces,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
post363,post363,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483485693600679
je,Jake Ellzey,,,2,2,,
umf,U.S. Military Forces,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
post364,post364,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483486488391164
apf,August Pfluger,,,2,2,,
umf,U.S. Military Forces,,,,,,
afarm,American Farmers,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
post365,post365,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483487297164906
rj,Ronny Jackson,,,2,2,,
umf,U.S. Military Forces,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
post366,post366,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483488236956361
mdlc,Monica De La Cruz,,,1,2,,
umf,U.S. Military Forces,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
post367,post367,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483489851598217
bg,Brandon Gill,,,2,2,,
dan,Danielle,,,1,,,
c,Children,,,,,,
dds,Dinesh D’Souza,,,,,,
umf,U.S. Military Forces,,,,,,
maga,MAGA,,,,,,
,,,,,,,
post369,post369,02_11_25,Nov.25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483490583943218
bb,Brian Babin,,,1,2,,
umf,U.S. Military Forces,,,,,,
le,Law Enforcement,,,,,,
v,Veterans,,,,,,
maga,MAGA,,,,,,
,,,,,,,
post370,post370,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483491309251871
rm,Ryan Mackenzie,,,2,2,,
am,American Military / Veterans,,,,,,
pa,People of Pennsylvania,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post371,post371,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483492025820257
rb,Rob Bresnahan,,,2,2,,
am,American Military / Veterans,,,,,,
pa,People of Pennsylvania,,,,,,
ad,American Dream,,,,,,
,,,,,,,
post372,post372,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483493122773638
sp,Scott Perry,,,2,2,,
am,American Military / Veterans,,,,,,
pa,People of Pennsylvania,,,,,,
ec,Economy,,,,,,
rl,Rule of Law,,,,,,
pts,Peace Through Strength,,,,,,
,,,,,,,
post373,post373,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483493833786784
jj,John Joyce,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
pts,Peace Through Strength,,,,,,
,,,,,,,
post374,post374,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483494581672791
gr,Guy Reschenthaler,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post375,post375,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483495393568211
dm,Dan Meuser,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post376,post376,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483496366694822
ls,Lloyd Smucker,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post377,post377,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483497131354385
gt,Glenn “GT” Thompson,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
afr,American Farmers / Ranchers,,,,,,
,,,,,,,
post378,post378,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483506187792362
mm,Max Miller,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
afr,American Farmers / Ranchers,,,,,,
,,,,,,,
post379,post379,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483506946659561
dt,Dave Taylor,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
afr,American Farmers / Ranchers,,,,,,
,,,,,,,
post380,post380,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483583008573608
bl,Bob Latta,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post381,post381,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483585666476879
jjd,Jim Jordan,,,2,2,,
rl,Radical Left,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post382,post382,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483588957385542
mr,Mike Rulli,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post383,post383,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483597298904555
mt,Mike Turner,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post384,post384,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483600717795173
wd,Warren Davidson,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post385,post385,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483604966976923
tb,Troy Balderson,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post386,post386,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483611124274810
dj,Dave Joyce,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post387,post387,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115483612584051928
mc,Mike Carey,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post388,post388,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487407342367814
gb,Gus Bilirakis,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
post389,post389,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487407766645489
vb,Vern Buchanan,,,2,2,,
am,American Military / Veterans,,,,,,
ae,American Energy,,,,,,
,,,,,,,
p390,post390,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487408895007566
sf,Scott Franklin,,,2,2,,
usna,U.S. Naval Academy,,,,,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p391,post391,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487409928245363
mdb,Mario Diaz-Balart,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
usna,U.S. Naval Academy,,,,,,
,,,,,,,
p392,post392,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487413163865371
sfz,Scott Fitzgerald,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
afarm,American Farmers,,,,,,
,,,,,,,
p393,post393,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487413806174322
gg,Glen Grothman,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
afarm,American Farmers,,,,,,
,,,,,,,
p394,post394,03_11_25,nov25,,,,
tw,Tony Wied,,,2,2,,https://truthsocial.com/@realDonaldTrump/posts/115487414487226114
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
afarm,American Farmers,,,,,,
,,,,,,,
p395,post395,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487415350975092
bs,Bryan Steil,,,2,2,,
umf,U.S. Military Forces,,,,,,
afarm,American Farmers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p396,post396,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487416040700648
dvo,Derrick Van Orden,,,2,2,,
umf,U.S. Military Forces,,,,,,
afarm,American Farmers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p397,post397,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487416652012147
mf,Mike Flood,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p398,post398,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487417269482211
as,Adrian Smith,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p399,post399,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487417887119597
sg,Sam Graves,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p400,post400,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487418490322231
eb,Eric Burlison,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p401,post401,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487419101245893
js,Jason Smith,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p402,post402,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487420258581068
aw,Ann Wagner,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p403,post403,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487420927533924
bo,Bob Onder,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p404,post404,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487421529452815
ma,Mark Alford,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p405,post405,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487423040942295
te,Tom Emmer,,,1,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p406,post406,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487423618581189
te,Michelle Fischbach,,,1,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p407,post407,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487424416949967
ps,Pete Stauber,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p408,post408,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487451093103232
rf,Russ Fulcher,,,2,2,,
umf,U.S. Military Forces,,,,,,
afarm,American Farmers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p409,post409,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487451656777132
ms,Mike Simpson,,,2,2,,
umf,U.S. Military Forces,,,,,,
afarm,American Farmers,,,,,,
amer,Americans,,,,,,
leo,Law Enforcement Officers,,,,,,
,,,,,,,
p410,post410,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487452865254311
bc,Ben Cline,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p411,post411,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487453441228308
mg,Morgan Griffith,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p412,post412,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487454024721017
jk,Jen Kiggans,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p413,post413,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487454603803196
jm,John McGuire,,,1,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p414,post414,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487455722792140
dh,Diana Harshbarger,,,1,2,,
umf,U.S. Military Forces,,,,,,
afarm,American Farmers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p415,post415,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487456380926200
tb,Tim Burchett,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p416,post416,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487456971332644
cfm,Chuck Fleischmann,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p417,post417,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487507787596823
dk,David Kustoff,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p418,post418,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487509118195615
sd,Scott DesJarlais,,,1,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p419,post419,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487516919335021
bf,Brad Finstad,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p420,post420,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487520305552246
rz,Ryan Zinke,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p421,post421,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487521272358814
td,Troy Downing,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p422,post422,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487522476295727
mb,Michael Baumgartner,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p423,post423,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487523238345065
ma,Mark Amodei,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p424,post424,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487524223496553
jb,Josh Brecheen,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p425,post425,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487525182720756
kh,Kevin Hern,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p426,post426,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487525926377512
fl,Frank Lucas,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p427,post427,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487526694807268
tc,Tom Cole,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p428,post428,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487527449007567
sb,Stephanie Bice,,,1,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p429,post429,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487528401379340
jw,Joe Wilson,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p430,post430,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487529176186545
sb,Sheri Biggs,,,1,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
,,,,,,,
p431,post431,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487530794623341
wt,William Timmons,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p432,post432,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487533079747054
rf,Russell Fry,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p433,post433,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487534126970172
cb,Cliff Bentz,,,2,2,,
umf,U.S. Military Forces,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p434,post434,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487538389910575
eg,Ed Gallrein,,,2,2,,
tm,Thomas Massie,,,2,2,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
gp,Great People of Kentucky,,,,,,
rl,Radical Left,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p435,post435,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487542470944967
mw,Michael Whatley,,,2,2,,
umf,U.S. Military Forces,,,,,,
vets,Military/Veterans,,,,,,
nc,Great State of North Carolina,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p436,post436,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487637340888017
ao,Andy Ogles,,,2,2,,
umf,U.S. Military Forces,,,,,,
vets,Military/Veterans,,,,,,
tn,Great People of Tennessee,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p437,post437,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487657312854919
nl,Nick LaLota,,,2,2,,
umf,U.S. Military Forces,,,,,,
vets,Military/Veterans,,,,,,
ny,Great People of New York,,,,,,
leo,Law Enforcement Officers,,,,,,
amer,Americans,,,,,,
,,,,,,,
p438,post438,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487670248355008
ag,Andrew Garbarino,,,2,2,,
umf,U.S. Military Forces,,,,,,
vets,Military/Veterans,,,,,,
ny,Great People of New York,,,,,,
,,,,,,,
p439,post439,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487671165225276
nm,Nicole Malliotakis,,,1,2,,
umf,U.S. Military Forces,,,,,,
vets,Military/Veterans,,,,,,
ny,Great People of New York,,,,,,
nypd,NYPD,,,,,,
nyfd,NYFD,,,,,,
,,,,,,,
p440,post440,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487671846603737
ml,Mike Lawler,,,2,2,,
umf,U.S. Military Forces,,,,,,
vets,Military/Veterans,,,,,,
ny,Great People of New York,,,,,,
leo,Law Enforcement Officers,,,,,,
,,,,,,,
p441,post441,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115487672617211689
nl,Nick Langworthy,,,2,2,,
umf,U.S. Military Forces,,,,,,
vets,Military/Veterans,,,,,,
ny,Great People of New York,,,,,,
,,,,,,,
p442,post442,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115488065843902022
kh,Kathy Hochul,,,1,1,,
ct,Connecticut,,,,,,
ne,New England,,,,,,
cny,City of New York,,,,,,
sd,Sean Duffy,,,2,2,,
,,,,,,,
p443,post443,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115488069736938548
rlm,Radical Left Media,,,,,,
dem,Democrats,,,,,,
flw,Far Left Wingers,,,,,,
fn,Fake News,,,,,,
,,,,,,,
p444,post444,03_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115488077072288045
zm,Zohran Mamdani,,,2,1,,
cny,New York City,,,,,,
demo,Democrat,,,,,,
cs,Curtis Sliwa,,,2,2,,
